|genres|app_name|release_date|id
99007|['Action', 'Adventure', 'Casual', 'Indie']|Tupã|2017|664630
99008|['Casual', 'Indie']|Fairyland: Manuscript|2017|666160
99009|['Casual', 'Indie', 'Simulation']|Simulator gas station|2017|676710
99010|['Action']|BULLET SOUL INFINITE BURST / バレットソウル - インフィニットバースト -|2017|545060
99011|['Action']|BULLET SOUL INFINITE BURST - Original Soundtrack|2017|665170
99012|['Indie']|Trundle|2017|683070
99013|['Action', 'Casual']|Graze Counter Original Soundtrack|2017|667090
99014|['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']|Secret World Legends|2017|215280
99015|['Adventure', 'Indie', 'RPG']|Lionheart|2017|494160
99017|['Action', 'Adventure', 'Massively Multiplayer', 'RPG']|Secret World Legends: Operative Bundle|2017|430094
99018|['Indie', 'Racing']|Creepy Races|2017|665950
99019|['Indie', 'Simulation', 'Strategy']|Roll Out|2017|661650
99020|['Action', 'Adventure', 'Indie', 'RPG']|Plexus|2017|672250
99021|['Adventure', 'RPG']|Destiny of a Wizard|2017|670140
99022|['Free to Play', 'Indie']|The Monster Inside|2017|665490
99023|['Adventure', 'Indie', 'Simulation', 'Strategy']|The Long Dark|2017|305620
99024|['Simulation']|FSX Steam Edition: Farm Strips Vol 3: South West England & Wales Add-On|2017|622355
99025|['Simulation']|FSX Steam Edition: McDonnell Douglas DC-3™|2017|602801
99026|['Action', 'Indie', 'Strategy']|Aztez|2017|244750
99028|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – The Monkees Song Pack|2017|637707
99029|['Action', 'Indie']|SoulFrost|2012|675220
99030|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – The Monkees - “Last Train to Clarksville”|2017|637708
99031|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – The Monkees - “Pleasant Valley Sunday”|2017|637709
99032|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – The Monkees - “Valleri”|2017|637710
99033|['Action', 'Adventure', 'Indie', 'Simulation']|Slime Rancher: Original Soundtrack|2017|671160
99034|['Indie', 'Simulation', 'Strategy']|Capitalism 2|2001|638200
99035|['Action', 'Adventure', 'Indie', 'Simulation']|Slime Rancher|2017|433340
99036|['Indie', 'Strategy']|Galaxy of Drones|2017|672940
99037|['Casual', 'Indie']|Fable Rush|2017|654490
99038|['Casual', 'Indie']|Fable Rush OST|2017|686210
99041|['Indie', 'Simulation']|Tower!2011:SE - Key West [KEYW] Airport|2017|662150
99042|['Indie', 'Simulation']|Tower!2011:SE - Memphis [KMEM] Airport|2017|660090
99043|['Indie', 'Simulation']|Tower!2011:SE - Orlando [KMCO] Airport|2017|662160
99044|['Indie', 'Simulation']|Tower!2011:SE - Toronto [CYYZ] Airport|2017|662140
99045|['Action', 'Adventure', 'Indie', 'RPG']|Death is better than Hell|2017|607700
99046|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Dungeonlands: Consort of the Lich Queen (Savage Worlds)|2017|688830
99047|['Adventure', 'Casual', 'Indie', 'Simulation']|The Brave Mouse|2017|671940
99048|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Ravenlands Mega Bundle (Map Pack)|2017|685220
99049|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Secrets of Tibet (CoC7E)|2017|686700
99050|['Strategy']|Casus Belli: Battle Of Annihilation|2017|667000
99051|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - B09: Curse of the Full Moon (5E)|2017|689590
99052|['Action', 'Casual', 'Indie']|Fungoids - Steam version|2017|663480
99053|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Dungeonlands: Machine of the Lich Queen (Savage Worlds)|2017|680010
99054|['RPG']|The Legend of Heroes: Trails of Cold Steel - Crow's Casuals|2017|605328
99055|['Adventure', 'Casual', 'Indie']|Run Crabby Run|2017|685430
99056|['RPG']|The Legend of Heroes: Trails of Cold Steel - Millium's Casuals|2017|605327
99057|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Dungeonlands: Palace of the Lich Queen (Savage Worlds)|2017|685480
99058|['RPG']|The Legend of Heroes: Trails of Cold Steel - Gaius' Casuals|2017|605326
99059|['RPG']|The Legend of Heroes: Trails of Cold Steel - Fie's Casuals|2017|605325
99060|['RPG']|The Legend of Heroes: Trails of Cold Steel - Jusis' Casuals|2017|605324
99061|['RPG']|The Legend of Heroes: Trails of Cold Steel - Emma's Casuals|2017|605323
99062|['RPG']|The Legend of Heroes: Trails of Cold Steel - Laura's Casuals|2017|605321
99063|['RPG']|The Legend of Heroes: Trails of Cold Steel - Machias' Casuals|2017|605322
99064|['RPG']|The Legend of Heroes: Trails of Cold Steel - Elliot's Casuals|2017|605320
99065|['RPG']|The Legend of Heroes: Trails of Cold Steel - Alisa's Casuals|2017|605280
99066|['RPG']|The Legend of Heroes: Trails of Cold Steel - Rean's Casuals|2017|605270
99068|['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']|Alchemyland|2017|610670
99069|['Adventure', 'Indie']|Outreach|2017|501680
99070|['Indie', 'Simulation', 'Strategy']|Undertaker's|2017|653050
99071|['Action', 'Indie']|Miner Meltdown|2017|426190
99073|['RPG', 'Strategy']|Pathfinder Adventures - Rise of the Goblins|2017|539591
99074|['Indie', 'Racing']|Nash Racing|2017|581200
99076|['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']|Puzzle: Underwater World|2017|680070
99077|['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|SanctuaryRPG: Black Edition - Rogue Potato Collection|2017|683610
99078|['Indie', 'Strategy']|Operation Sheep Defense|2017|683890
99079|['RPG']|The Legend of Heroes: Trails of Cold Steel|2017|538680
99080|['Adventure', 'Casual', 'Indie']|Master of ABC|2017|673820
99081|['Adventure', 'Indie']|Lit the Torch|2017|671330
99082|['Indie', 'Simulation', 'Early Access']|Saurian|2017|587450
99083|['Adventure', 'Indie', 'Strategy']|GAIA 2200|2017|671200
99085|['Adventure', 'Indie']|Tiny Thief|2017|669650
99086|['Adventure', 'Casual', 'Indie']|Remnants of a Beautiful Day (2012)|2012|672190
99088|['Adventure', 'Casual', 'Indie']|Delicious - Emily's Miracle of Life|2017|623070
99089|['Action', 'Indie']|Abstract Arena|2017|678230
99091|['Simulation']|Gary Grigsby's War in the West|2014|644710
99092|['Simulation', 'Strategy']|Gary Grigsby's War in the West: Operation Torch|2015|644780
99093|['Action', 'Casual', 'Indie', 'Sports']|Cosmic Kites Demo|2017|606740
99094|['Indie']|Totally Mayhem|2017|679740
99095|['Adventure', 'Casual', 'Indie']|WILOO|2017|673010
99096|['Adventure', 'Casual', 'Indie']|The Braves & Bows|2017|495120
99097|['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']|WakeUp!|2017|674590
99099|['Simulation']|X-Plane 11 - Add-on: Aerosoft - Airport SCEL Santiago International 2.0|2017|623617
99100|['Action', 'Adventure', 'Casual', 'Indie']|Juanito Arcade Mayhem|2017|617440
99101|['Action', 'Adventure', 'Casual', 'Indie']|Juanito Arcade Mayhem - Soundtrack|2017|684240
99102|['Action', 'Adventure', 'Casual', 'Indie']|Juanito Arcade Mayhem - Artbook|2017|684241
99103|['Action', 'Adventure', 'Casual', 'Indie']|Juanito Arcade Mayhem - The Animation|2017|684290
99104|['Action', 'Indie', 'RPG', 'Strategy']|Weaves of Fate|2017|467270
99105|['Action', 'Adventure', 'Free to Play', 'RPG']|Kiss of the Revenant Reward Pack|2017|688030
99106|['Adventure', 'Indie']|Burn It Down|2017|657440
99107|['Action', 'Simulation']|DNL Dedicated Server Tool|2017|630230
99108|['Indie', 'Simulation', 'Strategy']|Community Inc|2017|631540
99114|['Free to Play', 'Indie', 'Early Access']|Lost Items|2017|686870
99115|['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']|Sunrise: survival|2017|663110
99116|['Casual', 'Indie']|Circuit Dude|2017|662410
99118|['Action', 'Indie']|SoulFrost Original+Arranged SoundTrack|2017|690880
99119|['Adventure', 'Strategy']|Mansions of Madness - Dark Reflections|2017|678220
99120|['Adventure', 'Casual', 'Indie']|Run For Coins|2017|661420
99121|['Indie', 'RPG', 'Strategy', 'Early Access']|This Merchant Life|2017|666730
99122|['Casual', 'Indie']|MIND SHIFT 🔲|2017|682070
99123|['Indie', 'Simulation', 'Strategy']|The Shrouded Isle Soundtrack|2017|675080
99125|['RPG']|The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Pack 2|2017|605351
99126|['RPG']|The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Pack 1|2017|605350
99127|['RPG']|The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Pack 3|2017|605352
99128|['RPG']|The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Pack 5|2017|605354
99129|['Casual', 'Indie']|Tales of the Tiny Planet|2017|616040
99130|['Casual', 'Racing']|Flight of Light|2017|671370
99131|['Indie', 'RPG', 'Strategy', 'Early Access']|Game of Dragons|2017|391400
99132|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']|Cash Crop|2017|662910
99133|['Action', 'Casual', 'Indie']|Staff Wars: Wizard Rumble|2017|664040
99134|['Casual', 'Indie']|Shephy|2017|651340
99135|['RPG']|The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Pack 4|2017|605353
99136|['Action', 'Indie', 'Early Access']|Elly The Jelly|2017|681670
99138|['Action', 'Adventure', 'Indie', 'Simulation']|Achievement Hunter: Spinner Edition|2017|675450
99139|['Action', 'Casual', 'Indie']|Mircron Wars XR|2017|676680
99140|['Adventure', 'Casual']|The Legacy: Forgotten Gates|2017|630830
99141|['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']|Cyber Complex|2017|600440
99142|['Casual', 'Indie']|Viewpoints|2017|667960
99143|['Action', 'Adventure', 'Indie']|Ghostie Quest|1999|659510
99144|['Casual', 'Indie']|Draw Puzzle|2017|664180
99145|['Action', 'Adventure', 'Indie']|Black Mist|2017|673360
99147|['Simulation']|TS Marketplace: ÖBB 1044 '100' Livery Add-On|2017|623262
99148|['Simulation']|X-Plane 11 - Add-on: Aerosoft - Airport Salvador International|2017|636134
99149|['Adventure', 'Indie', 'RPG']|System Goose Overload|2017|672000
99150|['Casual', 'Indie', 'Simulation']|Slice&Dice|2017|682340
99151|['Adventure', 'Indie', 'RPG']|Grimoire : Heralds of the Winged Exemplar|2017|650670
99152|['Indie', 'Sports', 'Early Access']|Dodgeball|2017|657560
99153|['Adventure', 'Casual', 'Indie']|The Slug|2017|681070
99155|['Action', 'Adventure', 'Indie']|The Unreal Journey of Mongol|2017|674530
99156|['Adventure', 'Indie']|TAURONOS|2017|676240
99157|['Strategy']|1812: The Invasion of Canada|2017|555370
99158|['Indie', 'Strategy']|War for the Overworld - Seasonal Worker Skins|2017|687910
99159|['Indie']|Vintage Hero|2017|667240
99160|['Free to Play', 'Indie', 'RPG', 'Strategy']|MINDNIGHT|2017|667870
99161|['Indie', 'Simulation']|The Shrouded Isle|2017|501320
99162|['Casual', 'Free to Play', 'Indie', 'Strategy']|Picross Touch - Donation Level 5|2017|645911
99163|['Indie']|Eruption|2017|689160
99164|['Action', 'Adventure', 'Casual', 'RPG']|Cludbugz's Twisted Magic|2017|683570
99165|['Action', 'Adventure', 'Indie']|Funtoon's World|2015|681090
99166|['Action', 'Casual', 'Indie', 'Strategy']|Anti Zombie AI - Tower Defense (Azai - TD)|2017|681610
99167|['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']|Tabletop Simulator - The Red Dragon Inn: Battle For Greyport|2017|610693
99168|['Casual', 'Indie', 'Early Access']|Air Traffic Disruptor|2017|672300
99169|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']|Bug Killers|2017|676720
99171|['Adventure', 'Casual', 'Indie']|CUBOTS The Origins|2017|636400
99172|['Casual', 'Indie']|Breaking Good|2017|682780
99173|['Casual', 'Indie']|Stability|2017|667210
99174|['Action', 'Adventure', 'Indie']|Distorted Reality|2017|681780
99175|['Adventure', 'Casual']|Embrace of Ocean: Story of Hope|2017|676410
99176|['Action', 'Adventure', 'Indie']|Funtoon's World (Demo)|2015|681120
99177|['Free to Play', 'Indie', 'Strategy']|Bang! Howdy|2017|675810
99178|['Racing', 'Simulation', 'Sports']|RC Plane 3 - Stunt Pack|2017|675780
99179|['Racing', 'Simulation', 'Sports']|RC Plane 3 - Warbirds Bundle|2017|675800
99180|['Racing', 'Simulation', 'Sports']|RC Plane 3 - Ventus Glider|2017|675820
99181|['Racing', 'Simulation', 'Sports']|RC Plane 3|2017|670500
99182|['Action', 'Free to Play', 'Indie']|Hide vs. Seek|2017|616220
99184|['Action', 'Indie', 'Early Access']|Mercfighter|2017|676540
99186|['Casual', 'Indie']|Around the Words|2017|677230
99187|['Action']|BoxMaker|2017|681720
99188|['Casual', 'Indie', 'Strategy']|LOGistICAL: British Isles|2017|684940
99189|['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']|Forge of Gods: Forge of Thrones Pack|2017|537325
99190|['Adventure', 'Indie']|A Tale of Caos: Overture - OST|2017|508810
99191|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Daedalus (Character for Occult Raise)|2017|670592
99192|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Koji (Character for Occult Raise)|2017|670591
99193|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Maria (Character for Occult Raise)|2017|670582
99194|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Melina (Character for Occult Raise)|2017|670580
99195|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Mia (Character for Occult Raise)|2017|670581
99196|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Tetsu (Character for Occult Raise)|2017|670584
99197|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|- Occult Raise -|2017|670480
99198|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Nina (Character for Occult Raise)|2017|670583
99199|['Action', 'Adventure']|Blind Witch -Peek Window-|2017|674450
99200|['Action', 'Casual', 'Indie', 'Sports']|Impossiball|2017|374460
99201|['Free to Play', 'Indie', 'Strategy']|Demise of Nations|2017|338810
99202|['Action', 'Adventure', 'Indie', 'RPG']|Cat Quest|2017|593280
99203|['Action', 'Indie']|Graceful Explosion Machine|2017|575450
99204|['Casual', 'Indie']|The Gamer Challenge|2017|671460
99205|['Action', 'Indie']|Graceful Explosion Machine Original Soundtrack|2017|686670
99206|['Adventure', 'Casual', 'Indie']|Peregrin|2017|573080
99207|['Action', 'Adventure', 'Casual', 'Indie']|Shuyan Saga™|2017|594680
99208|['Action']|Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2|2017|495050
99209|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – 2010s Mix Song Pack III|2017|637711
99210|['Action', 'Adventure', 'Casual']|Shuyan Saga Original Soundtrack|2017|678080
99211|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Bring Me the Horizon - “Can You Feel My Heart”|2017|637712
99212|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Passenger - “Let Her Go”|2017|637714
99213|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered - The Gaslight Anthem - “45”|2017|637713
99214|['Action']|Sine Mora EX|2017|606730
99215|['Action', 'Adventure', 'Casual', 'Indie']|M1: A Death in the Desert|2017|675530
99217|['Action', 'Adventure', 'Casual', 'Indie']|M1 Soundtrack|2017|677360
99218|['Animation &amp; Modeling', 'Design &amp; Illustration']|Strata Design 3D SE - CX Upgrade|2017|671070
99220|['Indie', 'Sports']|Glowing Sokoban|2017|665230
99221|['Action', 'Indie', 'RPG']|Tempest - Treasure Lands|2017|651020
99223|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']|Alter Ego|1986|664780
99224|['Casual', 'Simulation', 'Sports', 'Strategy']|Baseball Mogul 2017|2017|658400
99228|['Action', 'Casual', 'Indie', 'Massively Multiplayer']|Battlegun|2017|684720
99229|['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']|Hero Siege - Death Lord Necromancer (Skin)|2017|692120
99230|['Indie', 'Simulation']|Lost Technology|2017|420520
99231|['Action', 'Indie']|Pressure Overdrive - Soundtrack|2017|692140
99232|['Casual', 'Indie']|The Rodinia Project|2017|681520
99233|['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']|Tomato Jones 2|2017|625940
99234|['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']|ShadowCalls 暗影召唤|2017|680500
99235|['Casual', 'Indie']|Spiral Splatter|2017|684870
99236|['Adventure', 'Indie']|Downloaded: Fragments of a Forgotten Soul|2017|682920
99238|['Action', 'Indie', 'RPG']|Fictorum|2017|503620
99239|['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']|Fantasy ERA|2017|684930
99240|['Action', 'Adventure', 'Indie']|Phantom Trigger OST|2017|682760
99241|['Adventure', 'Indie', 'RPG']|West of Loathing|2017|597220
99242|['Action', 'Indie']|Cavern Crumblers|2017|653870
99243|['Action', 'Adventure', 'Indie']|The Royal Cosmonautical Society|2017|669340
99244|['Indie', 'RPG']|伝創記IV ~if~|2017|666080
99245|['Adventure', 'Casual']|The Myth Seekers: The Legacy of Vulcan|2017|657040
99246|['Action', 'Racing']|Crashday Redline Edition|2017|508980
99247|['Adventure', 'Indie', 'RPG']|Trials of the Thief-Taker|2017|688000
99248|['Adventure', 'Indie', 'RPG']|Realms of Arkania: Star Trail|2017|288860
99249|['Adventure', 'Indie', 'RPG']|Realms of Arkania: Star Trail - Digital Deluxe Content|2017|654140
99250|['Action', 'RPG', 'Simulation', 'Strategy']|Starpoint Gemini Warlords: Titans Return|2017|677900
99251|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']|Gangs of Space|2017|504300
99252|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']|Gangs of Space - Panther Pack|2017|670960
99253|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - B07: Beauty & Blood (5E)|2017|690450
99254|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']|Gangs of Space - Tiger Pack|2017|690730
99255|['Action', 'Indie', 'RPG']|Looterkings|2017|397310
99256|['RPG']|Tales of Blood and Sand|2017|675650
99257|['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']|Trivia Vault: Mixed Trivia|2017|686550
99258|['Adventure', 'Indie']|Code 7 - Soundtrack|2017|674780
99259|['Strategy']|Sudden Strike 4|2017|373930
99260|['Adventure', 'Casual', 'Indie', 'RPG']|Supermagical|2017|681100
99261|['Adventure', 'Casual', 'Indie', 'RPG']|Supermagical - Soundtrack|2017|691950
99262|['Action', 'Indie']|Z69|2017|677980
99263|['Action', 'Adventure', 'Casual', 'Indie']|Deep Fear|2017|601980
99267|['Action', 'Casual']|Last Soldier|2017|681140
99269|['Casual', 'Free to Play', 'Indie']|Ambre Bonus Booklet|2017|676380
99270|['Casual', 'Indie', 'Strategy']|Triangulate|2017|665060
99271|['Casual', 'Indie']|AppleSnake|2017|672110
99272|['Action', 'Adventure', 'Indie']|Dead Horizon Extras|2017|693510
99273|['Action', 'Adventure', 'Casual', 'Indie', 'Sports']|Equalizer|2017|666250
99275|['Action', 'Adventure', 'Indie']|Dead Horizon|2017|671700
99276|['Free to Play', 'Indie', 'Strategy']|Heroes of Civilizations|2017|676490
99278|['Casual', 'Indie', 'Simulation']|Gotta Go|2017|491700
99279|['Action', 'Indie', 'Strategy', 'Early Access']|Raid On Coasts|2017|668830
99280|['Casual', 'Indie']|Plandzz|2017|681910
99281|['Casual', 'Free to Play', 'Indie', 'Simulation']|Connected Hearts - Visual novel|2017|603140
99282|['Action', 'Indie']|Ruthless Safari|2017|685790
99285|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']|The Exorcist|2017|683160
99287|['Action', 'Indie']|The soldier in the mine|2017|685750
99288|['Action', 'Adventure', 'Indie']|Singularity Roller|2017|684820
